"#name","Урыс-адыгэ школ псалъалъэ (Rus-Ady) (eastern)"
"#sourceLang","Russian"
"переносный","<div style=""margin-left:1em""><i>-ая, -ое</i></div>
<div style=""margin-left:1em""><font color=""darkblue""><b>1.</b></font> зепхьэ, къепхьэкI хъу; <b>переносная лампа</b> пэш кIуэцIым къыщепхьэкI хъу уэздыгъэ</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>2.</b></font> (не буквальный) <b>переносное значение слова</b> псалъэм и мыхьэнэ зэдзэкIа</div>"
"переночевать","<div style=""margin-left:1em"">I, <i class=""p""><font color=""green"">сов.</font></i> нэху къыщекIын, жэщ щыгъэкIуэн</div>"
"перенять","<div style=""margin-left:1em"">I, (перейму, переймешь), <i><i class=""p""><font color=""green"">сов.</font></i>, что</i> щапхъэ техын, дэплъеин</div>"
"переобуть","<div style=""margin-left:1em"">I, <i><i class=""p""><font color=""green"">несов.</font></i>, кого-что</i> зылъыхауэ нэгъуэщI лъытIэгъэн; <b>переобуть сапоги</b> шырыкъур лъыхауэ нэгъуэщI лъытIэгъэн</div>"
"переобуться","<div style=""margin-left:1em"">I, <i class=""p""><font color=""green"">сов.</font></i> лъыгъыр зылъыхауэ нэгъуэщI зылъытIэгъэн</div>"
"переодеть","<div style=""margin-left:1em"">I (переодену, переоденешь), <i><i class=""p""><font color=""green"">сов.</font></i>, кого-что</i> нэгъуэщI щыгъын щытIэгъэн; <b>переодеть костюм</b> кIэстюмыр зэхъуэкIын</div>"
"переодеться","<div style=""margin-left:1em"">I (переоденусь переоденешься), <i class=""p""><font color=""green"">сов.</font></i></div>
<div style=""margin-left:1em""><font color=""darkblue""><b>1.</b></font> щыгъын зэблэхъун</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>2.</b></font> <i>кем, в кого</i> <b>переодеться женщиной</b> цIыхубз щыгъынкIэ зыхуэпэн</div>"
"переоценить","<div style=""margin-left:1em"">II (переоценю, переоценишь) нэгъуэщI уасэ хуэгъэувын; <b>переоценить товары</b> хьэпшыпхэм нэгъуэшI уасэ хуэщIын</div>"
"перепел","<div style=""margin-left:1em""><i class=""p""><font color=""green"">м.</font></i> II ныбгъуэ</div>"
"перепёлка","<div style=""margin-left:1em""><i class=""p""><font color=""green"">ж.</font></i> I ныбгъуэ анэ</div>"
"перепечатать","<div style=""margin-left:1em"">I, <i><i class=""p""><font color=""green"">сов.</font></i>, что</i> тедзэжын; <b>перепечатать рукопись</b> Iэрытхыр тедзэжын</div>"
"переписать","<div style=""margin-left:1em"">I (перепишу, перепишешь), <i><i class=""p""><font color=""green"">сов.</font></i>, кого-что</i></div>
<div style=""margin-left:1em""><font color=""darkblue""><b>1.</b></font> (заново) къитхыкIыжын тетхыкIыжын - щIэрыщIэу тхыжын</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>2.</b></font> (списать откуда-л.) тхын, къитхыкIын, къытетхыкIын (псори)</div>"
"переписка","<div style=""margin-left:1em""><i class=""p""><font color=""green"">ж.</font></i> I къитхыкIыжыныгъэ, зэхуэтхэныгъэ, тхыгъэхэр, письмохэр</div>"
"переписываться","<div style=""margin-left:1em"">I, <i><i class=""p""><font color=""green"">несов.</font></i>, с кем-чем</i> зэхуэтхэн, пагацIэ ирагъэкIуэкI къыхэтхыкIыныгъэ</div>"
"переплести","<div style=""margin-left:1em"">I, <i><i class=""p""><font color=""green"">сов.</font></i>, что</i></div>
<div style=""margin-left:1em""><font color=""darkblue""><b>1.</b></font> жинт телъхьэн</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>2.</b></font> хэухуэнэн <b>переплести косы</b> щхьэцым лентIыр хэухуэнэн</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>3.</b></font> (заново заплести) щIэрыщIэу ухуэнэн</div>"
"переплёт","<div style=""margin-left:1em""><i class=""p""><font color=""green"">м.</font></i> II, <i class=""p""><font color=""green"">мн.</font></i> <i>нет</i></div>
<div style=""margin-left:1em""><font color=""darkblue""><b>1.</b></font> <i class=""p""><font color=""green"">тк.</font></i> <i class=""p""><font color=""green"">ед.</font></i> (действие) жинт телъхьэныгъэ</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>2.</b></font> (обложка) жинт</div>
<div style=""margin-left:1em"">◊ <b>попасть в переплет</b> Iуэху гугъу хэхуэн</div>"
"переплыть","<div style=""margin-left:1em"">I (переплыву, переплывешь), <i><i class=""p""><font color=""green"">сов.</font></i>, что</i> зэпрысыкIын; <b>переплыть реку</b> псым зэпрысыкIын</div>"
"переполненный","<div style=""margin-left:1em""><i>-ая, -ое</i> изыщэ, щIэ мыхуэу зыщIэз; <b>переполненный дом</b> цIыхур зыщIэз унэ</div>"
"переполнить","<div style=""margin-left:1em"">II, <i><i class=""p""><font color=""green"">сов.</font></i>, что</i> изыщэ щIын</div>"
"переполох","<div style=""margin-left:1em""><i class=""p""><font color=""green"">м.</font></i> II, <i class=""p""><font color=""green"">мн.</font></i> <i>нет</i> зэхэзехуэ, зэрызехьэ; <b>произвести переполох</b> зэрызехьэ къэгъэхъун</div>"
"перепонка","<div style=""margin-left:1em""><i class=""p""><font color=""green"">ж.</font></i> I <b>барабанная перепонка</b> (<i class=""p""><font color=""green"">анат.</font></i>) тхьэкIумэIупс</div>"
"переправа","<div style=""margin-left:1em""><i class=""p""><font color=""green"">ж.</font></i> I</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>1.</b></font> <i class=""p""><font color=""green"">тк.</font></i> <i class=""p""><font color=""green"">ед.</font></i> (действие) зэпрыкIыныгъэ (псым)</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>2.</b></font> (место, где можно переправиться) зэпрыкIыпIэ</div>"
"переправить","<div style=""margin-left:1em"">II (переправлю, переправишь), <i class=""p""><font color=""green"">сов.</font></i></div>
<div style=""margin-left:1em""><font color=""darkblue""><b>1.</b></font> <i>кого-что</i> зэпрышын, зэпрыгъэкIын; (через горы) щхьэпрышын</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>2.</b></font> <i>что</i> (переслать) егъэхьын, Iэрыгъэхьэжын</div>"
"переправиться","<div style=""margin-left:1em"">II (переправлюсь, переправишься), <i><i class=""p""><font color=""green"">сов.</font></i>, через что и без доп.</i> зэпрыкIын, щхьэпрыкIын</div>"
"перепроизводство","<div style=""margin-left:1em""><i class=""p""><font color=""green"">с.</font></i> II хьэпшып лей къыщIэгъэкIыныгъэ</div>"
"перепрыгнуть","<div style=""margin-left:1em"">I, <i><i class=""p""><font color=""green"">сов.</font></i>, что, через что</i> щхьэпрылъын, елъэн, зэпрылъын</div>"
"перепугать","<div style=""margin-left:1em"">I, <i><i class=""p""><font color=""green"">сов.</font></i>, кого-что</i> гъэщтэн, гъэшынэн</div>"
"перепугаться","<div style=""margin-left:1em"">I, <i><i class=""p""><font color=""green"">сов.</font></i>,</i> щтэн, шынэн, гужьеин</div>"
"перепутать","<div style=""margin-left:1em"">I, <i><i class=""p""><font color=""green"">сов.</font></i>, что</i> зэIыгъэхьэн, зэрыгъэлъэдэн, зэхэгъэгъуэщэн, зэхэгъэзэрыхьын; <b>перепутать фамилию</b> унэцIэр зэхэгъэзэрыхьын</div>"
"переработать","<div style=""margin-left:1em"">I, <i class=""p""><font color=""green"">сов.</font></i></div>
<div style=""margin-left:1em""><font color=""darkblue""><b>1.</b></font> гъэткIун</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>2.</b></font> щIын; <b>переработать кукурузу в крахмал</b> нартыхур крахмал щIын</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>3.</b></font> зэгъэзэхуэжын</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>4.</b></font> лейуэ лэжьын; <b>переработать два часа</b> сыхьэтитIкIэ лейуэ лэжьэн</div>"
"перерасти","<div style=""margin-left:1em"">I, <i class=""p""><font color=""green"">сов.</font></i></div>
<div style=""margin-left:1em""><font color=""darkblue""><b>1.</b></font> нэхъ ин хъун; щхьэпрыкIыжын; <b>он перерос своих сверстников</b> ар и ныбжьэгъухэм нэхърэ нэхъ ин хъуащ</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>2.</b></font> <i class=""p""><font color=""green"">перен.</font></i> хуэкIуэн; <b>разговор перерос в перебранку</b> зэпсэлъэныгъэр зэфIэнэзэдауэм хуэкIуащ</div>"
"перерасход","<div style=""margin-left:1em""><i class=""p""><font color=""green"">м.</font></i> II Iисраф щIыныгъэ, куэдыщэ гъэкIуэдыныгъэ</div>"
"перерезать","<div style=""margin-left:1em"">I (перережу, перережешь), <i class=""p""><font color=""green"">сов.</font></i></div>
<div style=""margin-left:1em""><font color=""darkblue""><b>1.</b></font> зэпыупщIын; <b>перерезать нитку</b> Iуданэр зэпыупщIын</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>2.</b></font> куэд фIэгъэжын; <b>перерезать всех кур</b> джэд псори фIэгъэжын</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>3.</b></font> <i>что <i class=""p""><font color=""green"">перен.</font></i></i> зэпыупщIын; <b>перерезать путь кому-либо</b> зыгуэрым и гъуэгур зэпыупщIын</div>"
"перерисовать","<div style=""margin-left:1em"">I, <i><i class=""p""><font color=""green"">сов.</font></i>, что</i> сурэт тещIыкIыжын, щIэрыщIэу сурэт щIыжын</div>"
