"#name",Урыс-адыгэ школ псалъалъэ (Rus-Ady) (eastern)
"#sourceLang","Russian"
"малахитовый","-ая, -ое малахит; малахитовая шкатулка малахит пхъуантэ цIыкIу"
"малейший","-ая, -ее превосх. ст. к малый мащIэ дыдэ; он не имеет ни малейшего представления о деле а бы а Iуэхум зыри (зы мащIэ дыди) хищIыкIыркъым"
"маленький","-ая, -ое
1. цIыкIу: маленький домик унэ цIыкIу
2. тIэкIу, цIыкIу, мащIэ; маленькая неприятность гурымыхь мащIэ
3. цIыкIу; маленькие дети сабий цIыкIухэр маленькая буква хьэрф цIыкIу"
"малина","ж. I куст и ягода мамкъут"
"малинник","м. II, мн. нет мамкъут хьасэ"
"малиновка","ж. I (зоол.) малиновкэ бзу цIыкIу"
"малиновый","-ая, -ое
1. мамкъут; малиновое варенье мамкъут варенэ
2. мамкъутыфэ; малиновое платье бостей мамкъутыфэ"
"мало","нареч. мащIэу, мащIэ; у меня мало времени сэ зэман мащIэщ сиIэр; этого мало ар мащIэщ
◊ мало ли что слIожь абы щхьэкIэ; мало того, что абы къыщымынэу"
"малодушие","с. II, мн. нет гумахагъэ, къэрабгъагъэ; проявить малодушие гумахагъэ къэгъэлъэгъуэн"
"малодушный","-ая, -ое гумахэ, къэрабгъэ; малодушный человек цIыху гумахэ"
"малокровие","с. II, мн. нет лъы зи мащIэм иIэ узыфэ, лъыр и мащIэныгъэ"
"малопомалу","нареч. (разг.) мащIэмащIэурэ"
"малочисленный","-ая, -ое зи бжыгъэр мащIэ; малочисленный отряд цIыху мащIэ зыхэт отряд"
"малый","-ая, -ое
1. цIыкIу, мащIэ; с малых лет зэрыцIыкIурэ; деньги немалые ахъшэ мымащIэ; от мала до велика цIыкIуи иин
2. тк. кр. ф. цIыкIу, зэв; сапоги малы шырыкъур цIыкIущ; самое малое нэхъ мащIэ дыдэу, икIэ къихуамэ; мал мала меньше зым нэхърэ зыр нэхъ цIыкIущ"
"мальчик","м. II щIалэ цIыкIу"
"мальчишеский","-ая, -ое щIалэ цIыкIу; мальчишеский характер щIалэ цIыкIу хьэл; мальчишеский задор щIалэ цIыкIу жаныгъэ (щIалэ цIыкIум хуэдэу жан)"
"маляр","м. II маляр (псэуалъэхэм, унэхэм сэху, езыт, лэч щызыхуэ)"
"мандат","м. II мандат (щыхьэтлыкъ тхылъ) депутатский мандат депутат мандат"
"манёвр","м. II
1. (воен.) маневр (бийм пэщIэт дзэр зэрагъэIэпхъуэ, зэрагъэув)
2. перен. Iэмал, бзаджагъэ; удачный маневр ехъулIэныгъэ зыпылъ Iэмал
3. мн. маневры (воен.) маневрхэр (дзэм драгъэкIуэкI тактическэ зыгъэсэныгъэ)"
"манера","ж. I
1. щIыкIэ, щытыкIэ; манера вести себя узэрыщытын хуей щIыкIэр
2. мн. зыщIыкIэ; плохие манеры IукIейщIыкIей"
"манифест","м. II Манифест; Манифест Коммунистической партии Коммунистическэ партым и Манифест"
"мариновать","I (мариную, маринуешь), несов., что
1. гъэфIэIун, шыун; мариновать огурцы нащэ гъэфIэIун
2. перен. (разг.) кIыхьлIыхь щIын; мариновать дело Iуэхур кIыхьлIыхь щIын"
"марксизм","м. II, мн. нет марксизм"
"марксистский","-ая, -ое марксистскэ; марксистский взгляд на историю историей марксистскэ еплъыкIэ хуиIэн"
"мартеновский","-ая, -ое мартен; мартеновская печь мартен хьэку"
"мартовский","-ая, -ое март; мартовский день март махуэ"
"марш","I м. II, в разн. знач. марш; торжественный марш гуфIэгъуэ марш; траурный марш нэщхъеягъуэ марш
II м. II, межд.
1. (команда) Марш! Фежьэ! Шагом марш! Лъэбакъуэ кIэ фежьэ!
2. (уходи) IукI, зегъэхь; марш отсюда! зыIуегъэх мыбдей!"
"маршал","м. II маршал; маршал Советского Союза Советскэ Союзым и маршал"
"маршировать","I, несов. маршировкэ щIын"
"маршрут","м. II маршрут (гъуэгу хэха); маршрут автобуса автобусыр зытет гъуэгу (маршрут)"
"маска","ж. I
1. ажэгъафэ пыIэ
2. перен. фэ нэпцI зытегъэуэныгъэ; сорвать маску с кого-л. зыгуэрым фэ нэпцI зэрыI зытригъауэр къыщIэгъэщын"
"маскарадный","-ая, -ое маскарад; маскарадный костюм маскарад костюм"
"маскировать","I
1. кого-что ямылъа гъуну щIэуфэн; маскировать орудия I топхэр ямылъагъуну щIэуфэн
2. что перен. щIэуфэн, бзыщIын; маскировать свои намерения и мурадхэр щIиуфэн, ибзыщIын"
"масленый","-ая, -ое дагъэ защIэ; масленые пирожки хьэлывэ дагъэ защIэ"
"масло","с. II растительное масло къэкIыгъэм къыщIахуа дагъэ; сливочное масло тхъуцIынэ; топленое масло тхъу гъэвэжа; как по маслу тыншу; подлить масла в огонь къызэщIэгъэстын, нэхъыкIэ щIын"
"масляный","-ая, -ое дагъэ, масляные пятна дагъэ бжьыгъэ; масляные краски дагъэкIэ зэхэщIа лэч"
"масса","ж. I
1. (физ.) массэ
2. массэ; древесная масса пхъэ массэ
3. мн. нет куэд, хъушэ; масса народу цIыху куэд; масса новостей хъыбарыщIэ хъушэ
4. массы цIыхухэр; воля масс цIыхухэм я фIэфIыныгъэ"
"массивный","-ая, -ое ин, хьэлъэ; массивная дверь бжэ хьэлъэ"
"массовый","-ая, -ое цIыху куэд зыхзт, цIыху куэдым зэдалэжь; массовая экскурсия цIыху куэд зыхэт экскурс; массовая работа куэдым зэдалэжь лэжьыгъэ; товары массового производства куэду къыщIагъэкI хьэпшыпхэр"
"мастер","м. II
1. мастер; мастер цеха цехым и мастер
2. фIыуэ зыщIэ, зи IэщIагъэм хуэIэзэ, IэщIагъэлI; часовой мастер сыхьэтщIыж
3. мастер; мастер спорта спортымкIэ мастер; мастер на все руки IэпщIэлъапщIэ, псоми хэзагъэ"
