"#name","Адыгабзэм изэхэф гущыIалъ (Ady) (western)"
"мыскъар","(мыскъарэр)
насмешка
КIэнэкIагъ
Мыскъарэ ышIыгъ
Мыскъэрэ гущыI"
"мыскъэрэшIыл","(мыскъэрэшIылэр, мыскъэрэшIылэхэр)
насмешливый, -ая, -ое
КIэнэкIал
ЦIыфмэ акIэнэкIэ зэпытрэр ары
Ар боу мыскъэрэшIыл"
"мыст","гущыIэгъус ну
ГущыIэм мэхьанэ имыIэу къыхагъафэу мэхъу, гущыIэр ыгъэIаеу
Мыст ыIуи сыкъигъэкIуагъ"
"мыстхъу","(мыстхъур)
канифоль
Пхъэшъхьэ-мышъхьэ чъыгмэ къатекIэрэ пцэнтхъашъор ары
Мыстхъу такъырыр шыкIэ-пщынабзэм щихъуагъ"
"мыстхъэ","(мыстхъэр, мыстхъэхэр)
берест, карагач
Пхъэ лъэпкъ
Мыстхъэр дэеу мэсты"
"мысэ","(мысэр, мысэхэр)
1. виновный, -ая, -ое
Лажьэ зиIэр ары
А IофымкIэ ар мысэ
Мысэр къагъотыгъ
2. чужой, -ая, -ое
Хымэ
Мысэ-мысэу ахэт"
"мыукъо","(мыукъор)
неразменный, цельный, -ая, -ое
Мыужъгъэи
Ахъщэр мыукъо
Сомишъэ мыукъо ыIыгъ"
"мыукIытэ","(мыукIытэр)
бессовестный, -ая, -ое
УкIытэ зимыI
Ащ нахь мыукIытэ щыIэп
КIэлэ мыукIыт
МыукIытэжъ"
"мыфты","(мыфтыр, мыфтхэр)
муфтий (глава мусульманского духовного управления)
Быслъымэн диным иIофшIэкIо пащ
Мыфтым тхылъ къытхыгъ
Мыфтым дыухьэ къеджэныр къыухыгъ"
"мыхъо-мышI","(мыхъо-мышIэр)
неправильный, -ая, -ое, нехороший проступок
Тэрэзыдж
Ащ мыхъо-мышIэу ышIэрэр бэ
Мыхъо-мышIэу зекIуагъэ"
"мыхъур","(мыхъурыр, мыхъурхэр)
печать
Тхылъым мыхъур тедзагъ"
"мыхъурIэлъын","(мыхъурIэлъыныр)
именной перстень, перстень с печатью
Тыжьын Iэлъыным ыкIыIу зием ыцIэрэ ылъэкъуацIэрэ япэублэ хьарыфитIур итэу хъулъфыгъэмэ яIагъ
ТхакIэ зымышIэрэмэ ащкIэ аIапэ тхылъым кIадзэжьыщтыгъэ
МыхъурIэлъын ыIэ илъ"
"мыхъэ","(мыхъэр)
изакъоу къаIорэп
◊ Мыхъэр ыгъэхъагъ — совершил необыкновенное дело (чудеса)"
"мыхьамор","(мыхьаморэр, мыхьаморэхэр)
то, чем пренебрегают
Пхъэтэпэмыхь
Джэнапхъэр мыхьаморэ рашIыхьагъ"
"мыхьамел","(мыхьамелэр)
хлеб-соль
Шхыны
Мыхьамелэм уепэгэкI хъущтэп
Симыхьамелэ шъухэмыIэу шъудэзгъэкIынэп,— ыIуагъ бысымгуащэм"
"мыхьэ-мышх","(мыхьэ-мышхыр)
перебирает (о еде), разборчивость в еде
Шхын зэхэдз
Мыхьэ-мышх ешIы
Мыхьэ-мышх ышIырэп, къыIэкIахьэрэр ешхы"
"мычIы","(мычIыр, мычIхэр)
драгоценный камень, вставленный в какое-либо украшение
Мыжъо лъапIэу Iэлъынхэм, бгъэ-хэIухэм, тхьакIумалъэхэм ахагъэтIысхьэрэр ары
ИIэлъын мычI лъапIэхэр исых"
"мышкIу","(мышкIур, мышкIухэр)
желудь
Чъыгаем къыпыкIэрэр ары
Чъыгаем мышкIу пиз
Къо нэшъуи мышкIу Iофэ гущ."
"мышъашъо","(мышъашъор, мышъашъохэр)
медвежья шкура
Мышъэм ышъу
ШакIом мышъашъор ылъэгъугъ
ПIэ имылъ мышъашъом гуащэр щымыгъэгугъ, уигъусэ ущыгугъэу мышъэм уемыбэн гущ."
"мышъо-мыл","(мышъо-мылыр, мы-шъомылхэр)
барахло, вздор, ерунда
ПкIэнчъ, мэхьанэ зимыI
Мышъо-мылэу зэхиIухьэрэр бэ
Мышъо-мылмэ апылъ"
"мышъэ","(мышъэр, мышъэхэр)
медведь
ЩэкIэ пIорэ хьакIэ-къокIэ цунтхъакIомэ ащыщ
Уигъусэ ущыгугъэу мышъэм уемыбэн гущ."
"мышъэбзы","(мышъэбзыр, мышъэбзхэр)
медведица
Лъфэрэ, пIорэ мышъ
Мышъэбзым ищырхэр игъусэу къырещэкIых"
"мышъэбы","(мышъэбыр, мышъэбхэр)
берлога
Мышъэм иб
ШакIом мышъэбыр къыгъотыгъ"
"мышъэхъу","(мышъэхъур, мышъэхъухэр)
медведь (самец)
Бын зыхэкIырэ мышъ
ШакIом мышъэхъушхо къыукIыгъ"
"мышIэр","изакъоу къаIорэп
МышIэр ыгъэшIагъ
еплъ <<мыхъэ>>"
"мыщ","I мест. мырым иэргатив он
Пкъыгъор къэзгъэлъэгъорэ местоимение
Мыщ ыIорэр тэрэз
II нареч. здесь
Мыщ щыIэп
Мыщ дэжьым щытыгъ"
"мыщын","(мыщынэр)
бесстрашный, -ая, -ое
Щынэр зымышIэрэр ары
КIэлэ мыщын"
"мыщыхъу","(мыщыхъур, мыщыхъухэр)
корова, дающая много молока в течение всего года
Ащы пэтзэ лъфэу, щабэ къызыкIэкIырэ чэм
Чэм мыщыхъу къыщэфыгъ"
"мыIо-мышI","(мыIо-мышIэр)
неуклюжий, -ая, -ее
ЗекIуакIэрэ шIыкIэрэ зымышIэрэр ары
ЦIыф мыIо-мышI
МыIо-мышIэу гъэпсыгъэ"
"мыIэ-мылI","(мыIэ-мылIэр)
ни живой, ни мертвый
Мыхъужьэу ыкIи мылIэу сымэджэ дэдэу щылъыр ары
МыIэ-мылIэу щылъ"
"мыIэ-мыщ","(мыIэ-мыщэр)
неловкий, -ая, -ое
Зи зыфэмышIэрэр — сэнэхьат зыхэмылъыр ары
Ар боу мыIэ-мыщ, ышIышъун зи щыIэп"
"мыIэрыс","
(мыIэрысэр, мыIэрысэхэр)
1. яблоня
Чъыгэу мыIэрысэр къызпыкIэрэр ары
Чъыгхатэм мыIэрысэу дэтыр бэ
МыIэрысэр къэгъагъэ хъугъэ
2. яблоко
А чъыгым къыпыкIэрэ пхъэшъхьэ-мышъхьэр ары
МыIэрысэ килограмм къыщэфыгъ
МыIэрысэм игъо хъугъэ"
"мэ","(мэр)
запах
Розэ къэгъагъэм мэ IэшIу пехы
МыIэрысэм мэ иI
Дух зыхикIи, мэ IэшIу зыпигъэугъ"
"мэжьац","(мэжьацэр, мэжьацэхэр)
зуб гребня
Мажьэм ыц
Мэжьацэр IукIыкIыгъ
◊ Мэжьэцэ нэд — частый гребень
◊ Мэжьэцэ нэхъу — гребень с редкими зубьями"
"мэзагъо","(мэзагъор)
лунная ночь
Мазэм къегъэнэфы
Чэщ мэзагъу
◊ Мэзэгъо цIышхъ — светлынь"
"мэзакIэ","(мэзакIэр)
1. молодой месяц, новолуние
Мэзэ къихьэгъакI
МэзакIэм ыкъуапэ дэгъэзыягъ
МэзакIэр къихьагъ
2. конец месяца
Мазэм иикIыгъо мафэхэр
МэзакIэр оялэ хъу хабзэ"
"мэзапэ","(мэзапэр)
начало месяца
Мазэр къызщихьэгъэ апэрэ мафэхэр ары
Мэзэпэ маф"
"мэзатакъ","(мэзатакъэр, мэзатакъэхэр)
фазан (петух)
Мэзым хэс бзыу Iэл
ШакIом мэзатакъэ къыукIыгъ"
"мэзахэ","(мэзахэр)
темный, -ая, -ое; темно
ШIункI
Чэщ мэзах"
"мэзгуащ","(мэзгуащэр)
богиня леса
Пасэм цIыфхэр мэзым итхьэкIэ заджэщтыгъэхэр ары
ЦIыфхэм Мэзгуащэ мэзым итхь аIощтыгъэ"
"мэзкъатыхъу","(мэзкъатыхъур, мэзкъатыхъухэр)
рысь
Мэзчэтыу лъэпкъ ябг
ШакIом мэзкъатыхъу къыукIыгъ"
"мэзпэс","(мэзпэсыр, мэзпэсхэр)
лесник
Мэзыр къэзыухъумэрэр ары
Мэзпэсым иунэ мэзым хэт"
"мэзчэт","(мэзчэтыр, мэзчэтхэр)
фазан (курица)
Мэзым хэс бзыу Iал
Мэзчэтыр дахэ"
"мэзчэтыу","(мэзчэтыур, мэзчэтыухэр)
дикая кошка
Мэзым хэс чэтыу
ШакIом мэзчэтыу къыукIыгъ"
"мэзы"," 
(мэзыр, мэзхэр)
лес
Чъыг зэфэшъхьафхэр къызыщыкIэу, зытет чIыпIэр ары
Мэзым пхъащэ кIуагъэ
Мэзым лэучэцIхэр, хьакIэ-къуакIэхэр хэсых
Мэзрэ мэзахэрэ уишъэф ащымыIу гущ."
"мэзыгу","(мэзыгур)
середина леса
Мэз гупчэр ары
Мэзыгум ихьи чъыгхэр щыриупкIыгъэх"
"мэзыкъу","(мэзыкъор, мэзыкъохэр)
дикий кабан
Мэзым хэс къо Iэл
ШакIом мэзыкъо къыукIыгъ"
"мэзылI","(мэзылIыр)
(букв.: лесной мужчина) одноглазое мифическое существо; проживает в лесу, покрыто шерстью, на груди у него выступает острая клинообразная кость, набрасывается на жертву грудью и поражает ее этой костью
Пшысэмэ къызэрагъэлъагъорэр мэзылIыр лъэшэу, ынатIэ нэ закъо итэу, ыбгъэ маисэ хэлъэу ары
МэзылIым IукIагъ
МэзылIым ыубытыгъ"
"мэзылIныкъу","(мэзылIныкъор)
еплъ <<мэзылI>>"
"мэзыпэ","(мэзыпэр)
опушка
Мэзым ипэубл, мэзыр зыщиублэрэм дэжь
Мэзыпэм дэжь къужъ IэшIу хэт"
"мэзытхь","(мэзытхьэр)
бог леса
Пасэм адыгэмэ мэзым тхьэ иIэу ашIошIыщтыгъ
Мэзытхьэм къурмэн фашIыщтыгъ, Мэзытхьэм елъэIущтыгъэх"
