template,freq
бгъэдэтIы*,12
къытетIы*,12
къыдэтIы*,12
къып*…,12
зыхузэ*,12
зыкъыт*,12
щыды*,12
къахы*,12
къэсцI*,12
зэхэтI*,12
щытепсэлъ*,12
иригъэфI*,12
къ*эжкIэ,12
уелъ*,12
згъэхь*,12
къагъэхь*,12
зыхуигъэхь*,12
*рыну,12
*рырт,12
зытепсэ*,12
12*,11
Къы*ащ,11
къащы*ым,11
къыху*ауэ,11
къа*тэкъым,11
*ымрэт,11
къызэ*урэ,11
*ыжащ…,11
Зэ*м,11
къыдэ*мэ,11
къе*рт,11
Пхуэс*,11
къызэрыпхуэ*,11
къе*мэ,11
*фэрэ,11
зызы*р,11
зыкъэзы*,11
*бгъэм,11
*мырзэ,11
*цIыкIу,11
*мыхьу,11
*хькъым,11
*плъщ,11
*псо,11
*щхьыр,11
*фынкъым,11
*мыщIэ,11
*цIыхурэ,11
*ымэ,11
*лъэфри,11
*дхэм,11
*дхэр,11
*гъуэтри,11
*бийщ,11
*хъуэным,11
*эжьу,11
*итхум,11
*кыр,11
*дей,11
*плъурэ,11
*лэр,11
*щIокI,11
*ыхуми,11
*къутэу,11
*гъуэрщ,11
*лIкIэ,11
*ншагъэмрэ,11
*ххэр,11
*ынымрэ,11
*рхэри,11
Iэдэб*,11
хаху*,11
лъэщ*,11
къыщIэкI*,11
къыщыхъу*,11
*тор,11
*зехьэу,11
*истхэм,11
*кэу,11
*кэхэм,11
*ыфIым,11
гъэ*щ,11
*ыпэри,11
хьэм*,11
зызыу*,11
цIыхуи*,11
у*у…,11
*ыгъи,11
къигъэ*ащ,11
ны*р,11
зызмы*,11
къэ*ыныр,11
хуэмы*у,11
щIи*ри,11
Фы*щ,11
нэ*хэри,11
иригъэ*у,11
Ще*,11
мы*ым,11
Гер*,11
*жьитIыр,11
къэ*уэ,11
Укъэмы*,11
зы*уэ,11
къазэры*р,11
къыз*щ,11
къыз*ми,11
*алъэр,11
къахуе*,11
дыгъужь*,11
ку*м,11
щIыщы*,11
щIа*р,11
и*ну,11
ев*,11
зи*ри,11
зэтре*,11
зыхуэд*,11
хуэ*ыр,11
е*ыр,11
зэхе*,11
хьэдэ*,11
тев*,11
къа*ыркъым,11
къы*кIыж,11
Къэ*а,11
къызэры*ауэ,11
щы*ыну,11
къэ*ыжащ,11
Къэ*м,11
мэ*р,11
зэрегъэ*,11
зэрыщрагъэ*,11
хъан*,11
Е*хэм,11
е*хэм,11
*унэхъу,11
*плърэ,11
къы*кIами,11
*адэрэ,11
къы*ш,11
*еями,11
къы*еящ,11
щы*кIи,11
с*м,11
яху*щ,11
У*ху,11
*ххакъым,11
*укIауэ,11
*ухыу,11
у*жын,11
къытт*,11
къыпт*,11
*ыфрэ,11
ком*,11
сат*,11
сы*ыркъым,11
щIы*м,11
къы*рат,11
къыщы*хэм,11
къа*щи,11
*ищми,11
Б*ри,11
*фхэр,11
къызыдэ*,11
къащхьэщы*,11
*у.,11
Ды*м,11
ды*жыну,11
*Iэтащ,11
му*,11
дэ*мэ,11
къызэры*а,11
щхьэры*,11
*Iэту,11
*щхъыу,11
сы*ари,11
фы*ыр,11
*псэн,11
*ужащ,11
ху*ат,11
щыху*кIэ,11
*хэртэкъым,11
къы*ыфын,11
укъы*ми,11
*ыгъуэт,11
*щIэфыну,11
къы*шар,11
*ныгъэхэмрэ,11
*аIауэ,11
*лъагъунур,11
*убыдам,11
къы*жьам,11
къы*жьар,11
Зэ*и,11
щIы*ари,11
*ыпIэр,11
*удын,11
*турэ,11
*гупсысын,11
*убыду,11
къыщIэ*щ,11
къра*ым,11
с*хэр,11
*иблкIэ,11
*щIэхэми,11
*кэмкIэ,11
*кэхэр,11
хуэ*хэр,11
дыкъра*,11
зыIэщIи*,11
къыдэд*,11
плъа*,11
къыпхи*,11
Iэмалы*,11
игъэ*а,11
сы*ыху,11
укъ*м,11
*пхэм,11
Ис*,11
къыс*акъым,11
зэрызэ*ар,11
У*эм,11
зэры*кIыр,11
*кIми,11
уа*т,11
*ыгъуэхэр,11
фа*у,11
*эгъуи,11
ижь*,11
И*щ,11
щызэпкъ*,11
*къым.,11
фашист*,11
*хэтэкъым,11
*шащи,11
*эгъум,11
*ыныгъэу,11
къызы*ар,11
зэ*жу,11
къыху*ми,11
къыху*рт,11
къы*жынщ,11
къызэрыхэ*,11
*жьхэми,11
*унэ,11
имы*ми,11
ури*къым,11
дызэрымы*,11
дыкъыте*,11
*фэт,11
Мы*рэ,11
сигъэ*къым,11
*тхынщ,11
Къэ*т,11
*лъхуами,11
къы*хыным,11
*гъуащэу,11
къы*щу,11
*укIащ,11
хъу*къым,11
къы*хыж,11
къы*чу,11
къызэры*амкIэ,11
ЩIалэ*,11
дазэры*,11
ашы*,11
ирезгъэ*,11
умы*у,11
зыхэзы*,11
къезгъэ*ым,11
къыхэ*къым,11
къыхуимы*,11
с*къым…,11
*гъалIэ,11
*лъатэ,11
п*ауэ,11
дэ*м,11
тыкуэн*,11
зэпх*,11
инджылыз*,11
танк*,11
хыфIэз*,11
зэхэпх*,11
жь*хэм,11
*ери,11
зэхэщIыкI*,11
ри*,11
Уэ*у,11
псы*у,11
зэ*эурэ,11
егъэлеи*,11
уелъэ*,11
делъэ*,11
къыдэлъэ*,11
нэ*щи,11
къи*къэ,11
зэлъы*,11
*алъэу,11
те*хэр,11
*кIащи,11
*хухэри,11
*адэмэ,11
*этырт,11
къы*хэрт,11
къыщIэлъэ*,11
зыгъэ*э,11
*зхэр,11
*зщ,11
нэхъыбэ*,11
дылъэ*,11
*вэр,11
игъэлъа*,11
ира*экъым,11
къыфхуи*,11
зэрыда*,11
дыкIэлъы*,11
*къэр,11
*иху,11
къримыгъэ*,11
дызэрыхуэ*,11
*щIитIыр,11
къы*хуж,11
зэри*щ,11
къызэщIа*,11
Фызэры*,11
я*ыми,11
ды*эщ,11
*хуитIыр,11
*зэщ,11
*лкIэ,11
*анэмрэ,11
*лри,11
*щIэф,11
*тIылъ,11
*дин,11
*хъуэкI,11
*жьарэ,11
*ахуэм,11
*унэхъуащ,11
*зэт,11
*ахъуэ,11
*еджэ,11
*дыхьэ,11
*кIуахэм,11
*кIуэдын,11
*эшх,11
*ыхьэнукъым,11
*лъейри,11
*хьэкIыну,11
*ытауэ,11
*мыIэу,11
*зэщIа,11
*лъхуахэм,11
*къуэт,11
*Iуми,11
*псэхуну,11
*щхъри,11
*мэжыну,11
*хьэлIэну,11
*нщIащ,11
*лъэгъуахэм,11
*плъыхьащ,11
*псэлъыхьын,11
*лъыжыр,11
*экъур,11
*къухэр,11
*хъи,11
*пIам,11
*элъым,11
*мейр,11
*ыкIу,11
*алэ,11
*гъакIуэу,11
*кIуэдащ,11
*гъуэтауэ,11
*ращIэ,11
*сэхэр,11
*лэжьауэ,11
*къуей,11
*шэт,11
*эщIт,11
*нэжыр,11
*эхун,11
*къухэм,11
*шыжу,11
*кIухьым,11
*Iэпыкъуащ,11
*пIэнур,11
*хуэнущ,11
*эщIырт,11
*эщIыжу,11
*лIэрти,11
*оджэ,11
*мыгъэсу,11
*щтауэ,11
*нахэм,11
*плъэкIэ,11
*дэрэ,11
*утIыпщыж,11
*къымрэ,11
*эжари,11
*хьыжыну,11
*щ-плIы,11
*жьэкIэ,11
*апIэри,11
*тэщ,11
*тэжыну,11
*эхур,11
*плъи,11
*цIу,11
*хынкъым,11
*тыхь,11
*мэхэр,11
*тIыпщыжыну,11
*энущ…,11
*лъынт,11
*эфIым,11
*плъэмэ,11
*бжьа,11
*эдакъым,11
*этэну,11
*гъуэтын,11
*щIыхьэ,11
*еямэ,11
*мыхуу,11
*тIам,11
*шхуащ,11
*мри,11
*пIейтей,11
*гъэсыну,11
*пщIэну,11
*мыгъуэтым,11
хъу*э,11
жыху*,11
щыху*м,11
щыху*у,11
къ*нэж,11
Сылъ*,11
слъэгъу*,11
зыкъ*урэ,11
тху*у,11
къ*увэри,11
къ*тIысхьащ,11
цIын*,11
м*р,11
къ*ыфынут,11
къ*кIыжу,11
зыкъытху*,11
гумащI*,11
къыхалъ*,11
хэтлъ*,11
щигъэлъ*,11
щI*мрэ,11
сыщI*мэ,11
кърихьэлI*,11
къыхыхь*,11
къ*Iуащ,11
къыщитI*,11
щI*хьащ,11
къ*кIэрэ,11
къ*ыфырт,11
щI*жа,11
къыгу*,11
къалъху*,11
къ*джэ,11
мэхъ*,11
сыщI*ащ,11
щI*кI,11
къыхэлъ*,11
трагъэкIу*,11
IэщIэкIу*,11
къ*уауэ,11
къ*хуари,11
къ*лIэмэ,11
къ*хуати,11
къ*хунущ,11
къ*хьэщ,11
лъэхъу*,11
зэIыхь*,11
ягъэкъу*,11
*адэми,11
Гукъ*,11
*тщи,11
къ*экъыми,11
къ*хырт,11
къ*увэ,11
къ*жьэр,11
уехъу*,11
м*ми,11
къ*лъагъу,11
къ*лъэгъуауэ,11
къ*ыжакъым,11
къ*щу,11
сыхуэ*ым,11
у*ыми,11
сызэрыпхуэ*,11
Дызэхуэ*,11
бэмпI*,11
Хьэм*,11
хъу*ри,11
къ*псэу,11
къ*хуэри,11
жытI*,11
къ*мыгъэкIыу,11
щI*хэмрэ,11
тI*къым,11
зыкъызэкъу*,11
къ*лъхьэну,11
щI*хьар,11
къ*лъэт,11
къ*лъэрэ,11
зэгухь*,11
къыщI*кIэ,11
зэщI*а,11
У*эр,11
у*жь,11
А*м,11
Ор*,11
Хьэ*хэ,11
зегъэу*,11
имыу*,11
къы*атэ,11
*ысхьащи,11
къэ*нщ,11
*аншэ,11
*ысыну,11
къэ*нур,11
Iу*т,11
*ифэ,11
къы*гъуэр,11
щхьэгъу*,11
*хьхэри,11
хамы*,11
анэдэлъху*,11
Тырку*,11
уу*,11
дызэмы*,11
Хьэ*хэм,11
бгъа*,11
ды*щIэ,11
КъызэщIэ*,11
*тетым,11
лъа*щ,11
И*и,11
е*эри,11
*эшхуэт,11
хэзэры*,11
IэщIи*,11
Зэрымы*,11
сызэра*,11
сыкъэбгъэ*,11
шы*м,11
къыб*э,11
къызэрыд*,11
Къа*къым,11
зэры*эрэ,11
я*эрт,11
къыд*э,11
къыз*э,11
*щIырщ,11
ры*,11
иумы*,11
Нэ*рэ,11
щызэщIэ*,11
къытеб*,11
щитIэ*,11
дызэра*,11
Ныкъуэ*,11
сыкIуэ*,11
тхуэхъу*,11
де*и,11
зытез*,11
жыпIэ*,11
къед*,11
у*хьэу,11
ящIы*,11
дэ*хэр,11
нысэ*,11
Ды*кIэ,11
у*нт,11
зэры*ншэр,11
Уэрэд*,11
*хьитI,11
зыхигъэ*,11
къигъэлъа*,11
укIытэ*,11
зыгъэпсэху*,11
щызэригъэ*,11
зэхэ*м,11
зыхи*ым,11
тхьэмыщкIа*,11
зыкъра*,11
*хунымкIэ,11
*хуэным,11
Джэд*,11
щыгъуэ*,11
*адэщ,11
къызэ*ауэ,11
*лэжьэн,11
зэпау*,11
*хъэрт,11
хьэ*т,11
зы*эжын,11
*эхыр,11
икIуэ*,11
къилъэ*,11
зэрыу*,11
къы*хьэжащ,11
зэхэ*у,11
зэ*кIауэ,11
къэбэр*,11
*эIуну,11
дызэрыгъэ*,11
сы*хьу,11
*цIыж,11
къан*,11
къо*ым,11
Зыте*,11
зыкIэлъы*,11
иу*къым,11
Хо*,11
щIэ*эу,11
хыфIа*,11
къри*экъым,11
уда*,11
*эдэнущ,11
Мэ*рэ,11
*тIыпщащ,11
*тIыпщхьащ,11
тхьэIуху*,11
*эзырри,11
*ысхьэж,11
къыпкъры*,11
къы*эху,11
къы*еям,11
*элIакъым,11
къы*шын,11
сфIэ*къым,11
*эхэт,11
зыщау*,11
*хуэжащ,11
къы*гъэкI,11
*мауэ,11
*хьэшхыу,11
кIуэ*къым,11
игъэкIуэ*,11
*эмыхьэ,11
*ынухэр,11
*эуващ,11
*жьэнум,11
*эрт…,11
*шэнущ,11
*щытщ,11
*хьэнымкIэ,11
*хьэнуми,11
*фIыкIащ,11
*зарэ,11
къы*жьэу,11
къы*хьыр,11
мыпхуэ*,11
яхуи*ым,11
зыкъыщ*,11
*экIыныр,11
п*эну,11
укъытху*,11
ЩI*,11
къ*эжыным,11
щ*щIэ,11
*тхъуэ,11
къ*кIахэм,11
щI*эж,11
*ылIауэ,11
къ*ытэ,11
*агъуртэкъым,11
къ*эхуащ,11
*экIыжу,11
къ*ыфынур,11
къ*элIа,11
*ылIэ,11
дыщI*р,11
дыху*ым,11
ху*ыми,11
пщIэн*,11
къыщIыху*,11
сыху*э,11
уху*э,11
къ*жьри,11
во*,11
къ*ащэрэт,11
щ*экIэ,11
*эжьащ,11
у*ыжын,11
къыщI*кIыр,11
*лъырти,11
щI*кIыр,11
*лIэныр,11
*лIэнукъым,11
къыщысху*,11
къахущI*,11
къыфIыщI*,11
*ыхуж,11
къ*кIуэхэм,11
фI*ми,11
зэ*ам,11
къуа*ым,11
са*рэ,11
са*урэ,11
щытхъу*,11
*цIэщ,11
сыкъыIу*,11
ирашэ*,11
ирахьэ*,11
Фызы*,11
къэзлэ*,11
жыгы*,11
уэрэды*,11
лэ*щ,11
б*хэр,11
Сыкъа*,11
*хунт,11
*эзырырт,11
хуэ*урэ,11
*щынщ,11
*хуэжыну,11
зы*энщ,11
къыщIэ*ри,11
къы*ыжам,11
къы*шам,11
къы*къуащ,11
къы*жьауэ,11
у*жынур,11
*хуэртэкъым,11
*хыжыр,11
къы*тэмэ,11
къэ*хьа,11
*эжыфынукъым,11
зэры*жьар,11
къы*лъар,11
къы*лъауэ,11
*эжынуи,11
къы*жьэри,11
зэхэ*э,11
Ху*э,11
*эгъуэжащ,11
жы*хэм,11
*хыжакъым,11
сыкъы*р,11
дыкъэ*у,11
*тIысхьэну,11
къакъу*,11
щагъэхьэ*,11
*кIт,11
*гъащIэри,11
ды*хьар,11
*гъакIуэри,11
*дзэжу,11
*зэгъэн,11
зыбгъэдэ*,11
*чауэ,11
зэры*хьыр,11
*ыжынкIэ,11
*кIут,11
къы*экIа,11
*эдым,11
*эфыртэкъым,11
*эгъуэнур,11
къы*нам,11
къы*тэр,11
къы*жьа,11
къы*экIыу,11
у*мкIэ,11
*хьэжрэ,11
у*кIуар,11
къы*щIынур,11
*эхуам,11
*экIыжри,11
*гъэувар,11
*экIэщ,11
къы*хъум,11
къы*хун,11
*адэрт,11
*щыкI,11
*хми,11
*тэркъым,11
*кIэрт,11
щы*эми,11
къы*хьурэ,11
*кIынуи,11
*ыхьакъым,11
*ыкIми,11
*сыкIыу,11
къ*кIыртэкъым,11
ткIи*,11
дызэщI*,11
къызэщI*у,11
сурэт*,11
Дыкъ*у,11
Сыкъ*рэ,11
къ*фынутэкъым,11
*м-*урэ,11
щызэху*,11
къызэху*,11
у*нкIи,11
иукъуэди*,11
щып*ым,11
къ*эту,11
къ*жьами,11
*эдащи,11
*энумкIэ,11
къ*жыным,11
щIэнэ*,11
къыщIэбгъэ*,11
еувэ*,11
къыдэбгъэ*,11
къыхэбгъэ*,11
гъэпщ*,11
къэгъуэгуры*,11
пщы*рэ,11
пщы*щ,11
до*ри,11
дэзгъэ*,11
къыпыт*,11
уате*,11
Лъэ*ым,11
увы*,11
гуфIа*,11
къас*,11
т*ыр,11
п*а,11
*нэнукъым,11
ма*ым,11
ныкъуэды*,11
мэ*эр,11
зэтет*,11
т*урэ,11
дыкъуа*,11
ерыс*,11
Ада*,11
зэтемы*,11
щызэрихьэ*,11
ущрихьэ*,11
лъхукъуэ*,11
IэщIагъэ*,11
хьи*,11
дыщыщIэ*,11
хъэ*,11
я*хь,11
сыIуп*,11
къызэрыс*р,11
фэеп*,11
якIэлъып*,11
укIэлъып*,11
кIэ*ащ,11
Къуа*,11
тхьэусыха*,11
щахъу*,11
лъэ*рэ,11
сыкъыу*,11
къыпхы*,11
зэпыз*,11
Ахъ*,11
*э-*эу,11
*хуэщи,11
хъу*щ,11
*ехри,11
сымаджэ*,11
*лъадэм,11
шей*,11
*сыжмэ,11
кIэлъ*ри,11
КIэлъ*,11
къ*лъар,11
къ*лъэф,11
къыдже*,11
ды*эт,11
хьэпшы*,11
къыс*ырт,11
къащIы*,11
*фIыкIри,11
тщхьэ*,11
ехъуэ*,11
пщIэнтIэ*,11
зэрадэ*,11
къ*сам,11
укIэ*,11
щхьэ*э,11
Темы*,11
къыт*…,11
и*эжащ,11
Дыхьэ*,11
ныпхуэ*,11
*ихащ,11
дытIы*,11
*фIри,11
*лIыкI,11
къы*хьэжри,11
къыбгъуры*,11
къы*щIмэ,11
махъ*,11
*еинкIэ,11
сыщIэмы*,11
щIилъэ*,11
*агъункIэ,11
къитIэ*,11
и*эурэ,11
щIе*ри,11
пщIан*,11
иракIу*,11
*эдат,11
къып*къэ,11
Къып*къым,11
къыт*хьащ,11
сы*ым…,11
къып*кIэ,11
къызэрыбгъэ*,11
Зэкъуэ*,11
Iэр*,11
иригъэлъагъ*,11
щIэпI*,11
*схьэнщ,11
зап*,11
дыкъигъэ*,11
нэщхъы*,11
пыгу*,11
къыщIэгу*,11
сэ*ым,11
къызэры*ащи,11
да*эу,11
сы*хьэри,11
къыди*ым,11
къэтщэ*,11
къэсцIы*,11
къыдалъ*,11
зэ*са,11
къыщIыс*,11
къуэрылъ*,11
*хэуи,11
къы*гъу,11
зэрагъэзэ*,11
адэш*,11
къып*р,11
къа*эну,11
ущыт*,11
п*эхэр,11
п*эщ,11
къэIэп*,11
хэс*ым,11
зэхэзэры*,11
зыIэригъэ*,11
гуэны*,11
Iулъ*,11
*ыкIт,11
убых*,11
пхъа*,11
уIэ*,11
гъэщIэрэ*,11
Нэгъуэ*,11
пхуэт*,11
сеуп*,11
Сыкъэп*,11
къэщIэрэ*,11
*хыжым,11
*хъуарэ,11
*эжащ…,11
*эгъар,11
къ*лъщ,11
лI*щ,11
жьыщI*,11
щ*эщ,11
иIыгъ*,11
къэсхь*,11
къ*мынэу,11
къыщI*хьар,11
къ*жыхь,11
щIапI*,11
тращI*,11
дитI*,11
къ*лъхьэри,11
хуэхь*,11
ищ*,11
уихь*,11
къ*оплъ,11
Услъ*,11
къ*дзащ,11
къ*дзар,11
къ*плъа,11
къ*хуи,11
дымыщI*,11
къыхуеплъ*,11
укъ*ат,11
къ*хъуэрт,11
Бжьыхь*,11
Тхь*у,11
щхь*р,11
дыхь*ым,11
уэзгъэлъ*,11
гъэзэщI*,11
къыфщI*,11
къухь*,11
лъэт*,11
гъэщI*,11
фI*ти,11
СыкIу*,11
хуэкIу*,11
ящI*ым,11
джэгуакIу*,11
къокIу*,11
дахь*,11
хузэфI*ым,11
ущI*къым,11
адакъ*,11
щхь*и,11
тхь*кIэ,11
къигъэхь*,11
пщIэнтI*,11
хэкIыпI*,11
тхылъымпI*,11
къ*хужын,11
удэзыхь*,11
ХьэщI*,11
лъ*ти,11
къыпщхь*,11
вакъ*,11
тхьэ*хэр,11
*сэх,11
сылъ*къым,11
лъ*эхэм,11
нэрылъ*,11
IэкIуэлъ*,11
къ*эда,11
щIым*,11
къ*адэри,11
къы*схьа,11
*схьащи,11
*зырыну,11
псэуа*,11
*зырырт,11
къы*кIыркъым,11
*схьэурэ,11
*хуным,11
къ*хъуэж,11
хуэла*,11
*Iуатэр,11
*эхуар,11
*мыкIынур,11
укъ*акъым,11
зыкъып*,11
*эртэкъыми,11
къысхуеп*,11
къызэхьэ*,11
сы*эмэ,11
къа*ами,11
Iэпкълъэ*,11
сыкъ*эри,11
къ*эгъуауэ,11
къысIэ*,11
сыщIэтIы*,11
Щ*щ,11
узри*,11
т*хэмрэ,11
щызэкIэ*,11
уапэ*,11
сыкъ*ати,11
къ*экIам,11
зыцI*,11
яцI*,11
зэпиплъ*,11
зигъэхь*,11
щагъэхь*,11
зызгъэхь*,11
зрихь*,11
щапхъ*,11
ирагъэтI*,11
сыщIэтI*,11
къызэфIэтI*,11
